name,version,latestVersion,repository,published,publisher,size,license,isProd,isDev,isOptional,isPeer,isBundled,parents
"ipaddr.js","1.9.1","2.0.1","git://github.com/whitequark/ipaddr.js.git","2019-07-17T02:28:19.618Z","whitequark (whitequark@whitequark.org)",42145,"MIT",true,false,false,true,false,"proxy-addr@2.0.7"
"is-arrayish","0.2.1","-","-","-","-","-","-",false,true,false,false,false,"error-ex@1.3.2"
"is-binary-path","2.1.0","-","-","-","-","-","-",false,true,false,true,false,"chokidar@3.5.3"
"is-core-module","2.9.0","-","-","-","-","-","-",false,true,false,false,false,"resolve@1.22.1"
"is-extglob","2.1.1","-","-","-","-","-","-",false,true,false,true,false,"is-glob@4.0.3"
"is-fullwidth-code-point","3.0.0","4.0.0","git+https://github.com/sindresorhus/is-fullwidth-code-point.git","2019-03-18T08:09:05.035Z","sindresorhus (sindresorhus@gmail.com)",4994,"MIT",true,false,false,true,false,"string-width@4.2.3"
"is-generator-fn","2.1.0","-","-","-","-","-","-",false,true,false,false,false,"jest-circus@27.5.1,jest-jasmine2@27.5.1"
"is-glob","4.0.3","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/typescript-estree@5.30.7,chokidar@3.5.3,eslint@8.20.0,glob-parent@5.1.2"
"is-interactive","1.0.0","-","-","-","-","-","-",false,true,false,false,false,"ora@5.4.1"
"is-number","7.0.0","-","-","-","-","-","-",false,true,false,true,false,"to-regex-range@5.0.1"
"is-potential-custom-element-name","1.0.1","-","-","-","-","-","-",false,true,false,false,false,"jsdom@16.7.0"
"is-stream","2.0.1","-","-","-","-","-","-",false,true,false,false,false,"execa@4.1.0"
"is-typedarray","1.0.0","-","-","-","-","-","-",false,true,false,false,false,"typedarray-to-buffer@3.1.5,write-file-atomic@3.0.3"
"is-unicode-supported","0.1.0","-","-","-","-","-","-",false,true,false,false,false,"log-symbols@4.1.0,ora@5.4.1"
"isarray","1.0.0","2.0.5","git://github.com/juliangruber/isarray.git","2015-12-10T10:05:07.067Z","juliangruber (julian@juliangruber.com)","-","MIT",true,false,false,true,false,"readable-stream@2.3.7"
"isexe","2.0.0","-","-","-","-","-","-",false,true,false,false,false,"which@2.0.2"
"istanbul-lib-coverage","3.2.0","-","-","-","-","-","-",false,true,false,false,false,"@jest/reporters@27.5.1,istanbul-lib-instrument@5.2.0,istanbul-lib-report@3.0.0,istanbul-lib-source-maps@4.0.1"
"istanbul-lib-instrument","5.2.0","-","-","-","-","-","-",false,true,false,false,false,"@jest/reporters@27.5.1,babel-plugin-istanbul@6.1.1"
"istanbul-lib-report","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"@jest/reporters@27.5.1,istanbul-reports@3.1.5"
"istanbul-lib-source-maps","4.0.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/reporters@27.5.1"
"istanbul-reports","3.1.5","-","-","-","-","-","-",false,true,false,false,false,"@jest/reporters@27.5.1"
"iterare","1.2.1","1.2.1","git+https://github.com/felixfbecker/iterare.git","2020-06-06T16:50:13.086Z","felixfbecker (felix.b@outlook.com)",64508,"ISC",true,false,false,false,false,"@nestjs/common@8.4.7,@nestjs/core@8.4.7"
"jest","27.5.1","-","-","-","-","-","-",false,true,false,true,false,"backend-blog@0.0.1,ts-jest@27.1.5"
"jest-changed-files","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1"
"jest-circus","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"jest-config@27.5.1"
"jest-cli","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"jest@27.5.1"
"jest-config","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1,jest-cli@27.5.1"
"jest-diff","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"jest-matcher-utils@27.5.1,jest-snapshot@27.5.1"
"jest-docblock","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"jest-runner@27.5.1"
"jest-each","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"jest-circus@27.5.1,jest-jasmine2@27.5.1"
"jest-environment-jsdom","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"jest-config@27.5.1,jest-runner@27.5.1"
"jest-environment-node","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"jest-config@27.5.1,jest-runner@27.5.1"
"jest-get-type","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"expect@27.5.1,jest-config@27.5.1,jest-diff@27.5.1,jest-each@27.5.1,jest-leak-detector@27.5.1,jest-matcher-utils@27.5.1,jest-snapshot@27.5.1,jest-validate@27.5.1"
"jest-haste-map","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1,@jest/reporters@27.5.1,@jest/test-sequencer@27.5.1,@jest/transform@27.5.1,jest-resolve@27.5.1,jest-runner@27.5.1,jest-runtime@27.5.1,jest-snapshot@27.5.1"
"jest-jasmine2","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"jest-config@27.5.1"
"jest-leak-detector","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"jest-runner@27.5.1"
"jest-matcher-utils","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@types/jest@27.4.1,expect@27.5.1,jest-circus@27.5.1,jest-jasmine2@27.5.1,jest-snapshot@27.5.1"
"jest-message-util","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/console@27.5.1,@jest/core@27.5.1,@jest/fake-timers@27.5.1,expect@27.5.1,jest-circus@27.5.1,jest-jasmine2@27.5.1,jest-runner@27.5.1,jest-runtime@27.5.1,jest-snapshot@27.5.1"
"jest-mock","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/environment@27.5.1,@jest/fake-timers@27.5.1,jest-environment-jsdom@27.5.1,jest-environment-node@27.5.1,jest-runtime@27.5.1"
"jest-pnp-resolver","1.2.2","-","-","-","-","-","-",false,true,false,false,false,"jest-resolve@27.5.1"
"jest-regex-util","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1,@jest/transform@27.5.1,jest-config@27.5.1,jest-haste-map@27.5.1,jest-resolve-dependencies@27.5.1,jest-runtime@27.5.1"
"jest-resolve","27.5.1","-","-","-","-","-","-",false,true,false,true,false,"@jest/core@27.5.1,@jest/reporters@27.5.1,jest-config@27.5.1,jest-runner@27.5.1,jest-runtime@27.5.1,jest-pnp-resolver@1.2.2"
"jest-resolve-dependencies","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1"
"jest-runner","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1,jest-config@27.5.1"
"jest-runtime","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1,@jest/test-sequencer@27.5.1,jest-circus@27.5.1,jest-jasmine2@27.5.1,jest-runner@27.5.1"
"jest-serializer","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"jest-haste-map@27.5.1"
"jest-snapshot","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1,jest-circus@27.5.1,jest-jasmine2@27.5.1,jest-resolve-dependencies@27.5.1,jest-runtime@27.5.1"
"jest-util","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/console@27.5.1,@jest/core@27.5.1,@jest/fake-timers@27.5.1,@jest/reporters@27.5.1,@jest/transform@27.5.1,jest-circus@27.5.1,jest-cli@27.5.1,jest-config@27.5.1,jest-each@27.5.1,jest-environment-jsdom@27.5.1,jest-environment-node@27.5.1,jest-haste-map@27.5.1,jest-jasmine2@27.5.1,jest-resolve@27.5.1,jest-runner@27.5.1,jest-runtime@27.5.1,jest-snapshot@27.5.1,jest-watcher@27.5.1,ts-jest@27.1.5"
"jest-validate","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1,jest-cli@27.5.1,jest-config@27.5.1,jest-resolve@27.5.1"
"camelcase","6.3.0","-","-","-","-","-","-",false,true,false,false,false,"jest-validate@27.5.1"
"jest-watcher","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1"
"jest-worker","27.5.1","-","-","-","-","-","-",false,true,false,true,false,"@jest/reporters@27.5.1,jest-haste-map@27.5.1,jest-runner@27.5.1,terser-webpack-plugin@5.3.3"
"supports-color","8.1.1","-","-","-","-","-","-",false,true,false,true,false,"jest-worker@27.5.1"
"js-tokens","4.0.0","-","-","-","-","-","-",false,true,false,false,false,"@babel/highlight@7.18.6"
"js-yaml","4.1.0","4.1.0","git+https://github.com/nodeca/js-yaml.git","2021-04-14T21:07:09.057Z","vitaly (vitaly@rcdesign.ru)",404738,"MIT",true,true,false,true,false,"@eslint/eslintrc@1.3.0,eslint@8.20.0,typeorm@0.3.7"
"jsdom","16.7.0","-","-","-","-","-","-",false,true,false,false,false,"jest-environment-jsdom@27.5.1"
"form-data","3.0.1","-","-","-","-","-","-",false,true,false,false,false,"jsdom@16.7.0"
"jsesc","2.5.2","-","-","-","-","-","-",false,true,false,false,false,"@babel/generator@7.18.9"
"json-parse-even-better-errors","2.3.1","-","-","-","-","-","-",false,true,false,true,false,"parse-json@5.2.0,webpack@5.73.0"
"json-schema-traverse","1.0.0","-","-","-","-","-","-",false,true,false,false,false,"ajv@8.9.0"
"json-stable-stringify-without-jsonify","1.0.1","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.20.0"
"json5","2.2.3","-","-","-","-","-","-",false,true,false,false,false,"@babel/core@7.18.9,ts-jest@27.1.5"
"jsonc-parser","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"@angular-devkit/schematics@13.3.5,@nestjs/schematics@8.0.11"
"jsonfile","6.1.0","-","-","-","-","-","-",false,true,false,false,false,"fs-extra@10.1.0"
"jsonwebtoken","9.0.0","9.0.0","git+https://github.com/auth0/node-jsonwebtoken.git","2022-12-21T13:04:47.371Z","julien.wollscheid (julien.wollscheid@auth0.com)",43128,"MIT",true,false,false,false,false,"@nestjs/jwt@10.0.1,passport-jwt@4.0.1"
"jszip","3.10.1","3.10.1","git+https://github.com/Stuk/jszip.git","2022-08-02T22:49:17.127Z","stuk (npm@website.stuartk.com)",762000,"(MIT OR GPL-3.0-or-later)",true,false,false,false,false,"selenium-webdriver@4.1.2"
"jwa","1.4.1","2.0.0","git://github.com/brianloveswords/node-jwa.git","2019-03-16T15:19:55.038Z","omsmith (owen@omsmith.ca)",13688,"MIT",true,false,false,false,false,"jws@3.2.2"
"jws","3.2.2","4.0.0","git://github.com/brianloveswords/node-jws.git","2019-03-16T15:26:17.735Z","omsmith (owen@omsmith.ca)",17682,"MIT",true,false,false,false,false,"jsonwebtoken@9.0.0"
"kleur","3.0.3","-","-","-","-","-","-",false,true,false,false,false,"prompts@2.4.2"
"leven","3.1.0","-","-","-","-","-","-",false,true,false,false,false,"jest-validate@27.5.1"
"levn","0.4.1","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.20.0,optionator@0.9.1"
"libphonenumber-js","1.10.9","1.10.28","git+https://gitlab.com/catamphetamine/libphonenumber-js.git","2022-07-19T17:35:55.494Z","catamphetamine (purecatamphetamine@gmail.com)",7555076,"MIT",true,false,false,true,false,"class-validator@0.13.2"
"lie","3.3.0","3.3.0","git+https://github.com/calvinmetcalf/lie.git","2018-03-06T14:54:08.384Z","cwmma (calvin.metcalf@gmail.com)",59145,"MIT",true,false,false,false,false,"jszip@3.10.1"
"lines-and-columns","1.2.4","-","-","-","-","-","-",false,true,false,false,false,"parse-json@5.2.0"
"loader-runner","4.3.0","-","-","-","-","-","-",false,true,false,true,false,"webpack@5.73.0"
"locate-path","5.0.0","-","-","-","-","-","-",false,true,false,false,false,"find-up@4.1.0"
"lodash","4.17.21","4.17.21","git+https://github.com/lodash/lodash.git","2021-02-20T15:42:16.891Z","bnjmnt4n (benjamin@dev.ofcr.se)",1412415,"MIT",true,true,false,false,false,"inquirer@7.3.3,@nestjs/config@2.2.0,jsonwebtoken@9.0.0,node-emoji@1.11.0,whatwg-url@8.7.0"
"lodash.camelcase","4.3.0","4.3.0","git+https://github.com/lodash/lodash.git","2016-08-13T17:37:03.141Z","jdalton (john.david.dalton@gmail.com)","-","MIT",true,false,false,false,false,"@grpc/proto-loader@0.6.13"
"lodash.memoize","4.1.2","-","-","-","-","-","-",false,true,false,false,false,"ts-jest@27.1.5"
"lodash.merge","4.6.2","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.20.0"
"log-symbols","4.1.0","-","-","-","-","-","-",false,true,false,false,false,"ora@5.4.1"
"long","4.0.0","5.2.3","git+https://github.com/dcodeIO/long.js.git","2018-02-03T21:35:31.149Z","dcode (dcode+npm@dcode.io)","-","Apache-2.0",true,false,false,false,false,"@grpc/proto-loader@0.6.13,protobufjs@6.11.3"
"lru-cache","6.0.0","9.1.1","git://github.com/isaacs/node-lru-cache.git","2020-07-11T00:59:07.352Z","isaacs (i@izs.me)",15643,"ISC",true,false,false,false,false,"semver@7.3.8"
"macos-release","2.5.0","-","-","-","-","-","-",false,true,false,false,false,"os-name@4.0.1"
"magic-string","0.25.7","-","-","-","-","-","-",false,true,false,false,false,"@angular-devkit/core@13.3.5,@angular-devkit/schematics@13.3.5"
"make-dir","3.1.0","3.1.0","git+https://github.com/sindresorhus/make-dir.git","2020-04-22T14:59:14.524Z","sindresorhus (sindresorhus@gmail.com)",10042,"MIT",true,true,false,false,false,"@mapbox/node-pre-gyp@1.0.9,istanbul-lib-report@3.0.0"
"make-error","1.3.6","1.3.6","git://github.com/JsCommunity/make-error.git","2020-02-19T09:34:36.597Z","julien-f (julien.fontanet@isonoe.net)",12434,"ISC",true,true,false,true,false,"ts-jest@27.1.5,ts-node@10.9.1"
"makeerror","1.0.12","-","-","-","-","-","-",false,true,false,false,false,"walker@1.0.8"
"media-typer","0.3.0","1.1.0","https://github.com/jshttp/media-typer","2014-09-08T04:32:24.363Z","dougwilson (doug@somethingdoug.com)","-","MIT",true,false,false,true,false,"type-is@1.6.18"
"memfs","3.4.7","-","-","-","-","-","-",false,true,false,false,false,"fork-ts-checker-webpack-plugin@7.2.11"
"merge-descriptors","1.0.1","1.0.1","https://github.com/component/merge-descriptors","2016-01-17T23:50:26.636Z","dougwilson (doug@somethingdoug.com)","-","MIT",true,false,false,true,false,"express@4.18.1"
"merge-stream","2.0.0","-","-","-","-","-","-",false,true,false,true,false,"execa@4.1.0,jest-worker@27.5.1"
"merge2","1.4.1","-","-","-","-","-","-",false,true,false,false,false,"fast-glob@3.2.11,globby@11.1.0"
"methods","1.1.2","1.1.2","https://github.com/jshttp/methods","2016-01-18T02:53:56.364Z","dougwilson (doug@somethingdoug.com)","-","MIT",true,true,false,true,false,"express@4.18.1,superagent@8.0.0,supertest@6.2.4"
"micromatch","4.0.5","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1,@jest/transform@27.5.1,fast-glob@3.2.11,jest-config@27.5.1,jest-haste-map@27.5.1,jest-message-util@27.5.1,ts-loader@9.3.1"
"mime","1.6.0","3.0.0","git+https://github.com/broofa/node-mime.git","2017-11-25T00:53:19.104Z","broofa (robert@broofa.com)","-","MIT",true,false,false,true,false,"send@0.18.0"
"mime-db","1.52.0","1.52.0","git+https://github.com/jshttp/mime-db.git","2022-02-21T19:41:51.123Z","dougwilson (doug@somethingdoug.com)",205539,"MIT",true,false,false,false,false,"mime-types@2.1.35"
"mime-types","2.1.35","-","-","-","-","-","-",true,true,false,true,false,"accepts@1.3.8,form-data@3.0.1,type-is@1.6.18,webpack@5.73.0"
"mimic-fn","2.1.0","-","-","-","-","-","-",false,true,false,false,false,"onetime@5.1.2"
"minimatch","3.1.2","-","-","-","-","-","-",true,true,false,true,false,"@eslint/eslintrc@1.3.0,@humanwhocodes/config-array@0.9.5,eslint@8.20.0,fork-ts-checker-webpack-plugin@7.2.11,glob@7.2.3,test-exclude@6.0.0"
"minimist","1.2.6","-","-","-","-","-","-",true,true,false,true,false,"@angular-devkit/schematics-cli@13.3.6,mkdirp@0.5.6,tsconfig-paths@3.14.1,json5@1.0.2"
"minipass","3.3.4","5.0.0","git+https://github.com/isaacs/minipass.git","2022-06-28T18:43:35.980Z","isaacs (i@izs.me)",47841,"ISC",true,false,false,false,false,"fs-minipass@2.1.0,minizlib@2.1.2,tar@6.1.11"
"minizlib","2.1.2","2.1.2","git+https://github.com/isaacs/minizlib.git","2020-08-14T22:42:53.986Z","isaacs (i@izs.me)",17309,"MIT",true,false,false,false,false,"tar@6.1.11"
"mkdirp","0.5.6","3.0.1","git+https://github.com/substack/node-mkdirp.git","2022-03-22T23:48:15.108Z","isaacs (i@izs.me)",7688,"MIT",true,false,false,true,false,"multer@1.4.4-lts.1"
"ms","2.1.2","2.1.3","git+https://github.com/zeit/ms.git","2019-06-06T17:31:55.859Z","styfle (steven@ceriously.com)",6842,"MIT",true,false,false,true,false,"debug@4.3.4,jsonwebtoken@9.0.0"
"multer","1.4.4-lts.1","1.4.5-lts.1","git+https://github.com/expressjs/multer.git","2022-05-29T07:24:46.135Z","linusu (linus@folkdatorn.se)",27638,"MIT",true,false,false,true,false,"@nestjs/platform-express@8.4.7"
"mute-stream","0.0.8","-","-","-","-","-","-",false,true,false,false,false,"inquirer@7.3.3"
"mysql","2.18.1","2.18.1","git+https://github.com/mysqljs/mysql.git","2020-01-23T18:09:18.618Z","dougwilson (doug@somethingdoug.com)",481504,"MIT",true,false,false,false,false,"backend-blog@0.0.1"
"mz","2.7.0","2.7.0","git+https://github.com/normalize/mz.git","2017-09-13T17:57:36.315Z","jongleberry (jonathanrichardong@gmail.com)","-","MIT",true,false,false,true,false,"cli-highlight@2.1.11"
"natural-compare","1.4.0","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.20.0,jest-snapshot@27.5.1"
"negotiator","0.6.3","0.6.3","git+https://github.com/jshttp/negotiator.git","2022-01-23T01:50:13.164Z","dougwilson (doug@somethingdoug.com)",27375,"MIT",true,false,false,true,false,"accepts@1.3.8"
"neo-async","2.6.2","-","-","-","-","-","-",false,true,false,true,false,"webpack@5.73.0"
"node-addon-api","3.2.1","6.1.0","git://github.com/nodejs/node-addon-api.git","2021-05-28T18:25:15.697Z","nicknaso (nicoladelgobbo@gmail.com)",420094,"MIT",true,false,false,false,false,"bcrypt@5.0.1"
"node-emoji","1.11.0","-","-","-","-","-","-",false,true,false,false,false,"@nestjs/cli@8.2.8"
"node-fetch","2.6.7","3.3.1","git+https://github.com/bitinn/node-fetch.git","2022-01-16T12:18:38.923Z","endless (jimmy@warting.se)",152240,"MIT",true,false,false,false,false,"@firebase/auth@0.20.6,@firebase/auth-compat@0.2.19,@firebase/firestore@3.4.15,@firebase/functions@0.8.4,@firebase/storage@0.9.9,@mapbox/node-pre-gyp@1.0.9,@nuxtjs/opencollective@0.3.2"
"tr46","0.0.3","4.1.1","git+https://github.com/Sebmaster/tr46.js.git","2016-01-20T02:08:54.875Z","sebmaster (sebmaster16@gmail.com)","-","MIT",true,false,false,false,false,"whatwg-url@5.0.0"
"webidl-conversions","3.0.1","7.0.0","git+https://github.com/jsdom/webidl-conversions.git","2016-01-04T06:08:05.108Z","sebmaster (sebmaster16@gmail.com)","-","BSD-2-Clause",true,false,false,false,false,"whatwg-url@5.0.0"
"whatwg-url","5.0.0","12.0.1","git+https://github.com/jsdom/whatwg-url.git","2017-05-26T20:56:41.955Z","domenic (d@domenic.me)","-","MIT",true,false,false,false,false,"node-fetch@2.6.7"
"node-int64","0.4.0","-","-","-","-","-","-",false,true,false,false,false,"bser@2.1.1"
"node-releases","2.0.6","-","-","-","-","-","-",false,true,false,true,false,"browserslist@4.21.2"
"nopt","5.0.0","7.1.0","git+https://github.com/npm/nopt.git","2020-08-17T08:06:31.528Z","isaacs (i@izs.me)",25840,"ISC",true,false,false,false,false,"@mapbox/node-pre-gyp@1.0.9"
"normalize-path","3.0.0","-","-","-","-","-","-",false,true,false,true,false,"anymatch@3.1.2,chokidar@3.5.3"
"npm-run-path","4.0.1","-","-","-","-","-","-",false,true,false,false,false,"execa@4.1.0"
"npmlog","5.0.1","7.0.1","git+https://github.com/npm/npmlog.git","2021-09-02T14:33:09.109Z","gar (gar+npm@danger.computer)",16566,"ISC",true,false,false,false,false,"@mapbox/node-pre-gyp@1.0.9"
"nwsapi","2.2.1","-","-","-","-","-","-",false,true,false,false,false,"jsdom@16.7.0"
"object-assign","4.1.1","4.1.1","git+https://github.com/sindresorhus/object-assign.git","2017-01-16T15:35:15.282Z","sindresorhus (sindresorhus@gmail.com)","-","MIT",true,false,false,true,false,"cors@2.8.5,gauge@3.0.2,multer@1.4.4-lts.1,mz@2.7.0"
"object-hash","3.0.0","3.0.0","git+https://github.com/puleos/object-hash.git","2022-02-18T15:10:47.040Z","addaleax (anna@addaleax.net)",58857,"MIT",true,false,false,false,false,"@nestjs/core@8.4.7"
"object-inspect","1.12.2","1.12.3","git://github.com/inspect-js/object-inspect.git","2022-05-26T20:04:13.693Z","ljharb (ljharb@gmail.com)",93647,"MIT",true,false,false,true,false,"side-channel@1.0.4"
"on-finished","2.4.1","2.4.1","git+https://github.com/jshttp/on-finished.git","2022-02-22T16:10:48.714Z","dougwilson (doug@somethingdoug.com)",13679,"MIT",true,false,false,true,false,"body-parser@1.20.0,express@4.18.1,finalhandler@1.2.0,send@0.18.0"
"once","1.4.0","1.4.0","git://github.com/isaacs/once.git","2016-09-06T21:11:09.367Z","isaacs (i@izs.me)","-","ISC",true,true,false,true,false,"end-of-stream@1.4.4,formidable@2.1.1,glob@7.2.3,inflight@1.0.6,pump@3.0.0"
"onetime","5.1.2","-","-","-","-","-","-",false,true,false,false,false,"execa@4.1.0,restore-cursor@3.1.0"
"optionator","0.9.1","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.20.0"
"ora","5.4.1","-","-","-","-","-","-",false,true,false,false,false,"@angular-devkit/schematics@13.3.5,inquirer@8.2.0,@nestjs/cli@8.2.8"
"os-name","4.0.1","-","-","-","-","-","-",false,true,false,false,false,"@nestjs/cli@8.2.8"
"os-tmpdir","1.0.2","-","-","-","-","-","-",false,true,false,false,false,"tmp@0.0.33"
"p-limit","2.3.0","-","-","-","-","-","-",false,true,false,false,false,"p-locate@4.1.0"
"p-locate","4.1.0","-","-","-","-","-","-",false,true,false,false,false,"locate-path@5.0.0"
"p-try","2.2.0","-","-","-","-","-","-",false,true,false,false,false,"p-limit@2.3.0"
"pako","1.0.11","2.1.0","git+https://github.com/nodeca/pako.git","2020-01-29T07:46:09.668Z","vitaly (vitaly@rcdesign.ru)",788283,"(MIT AND Zlib)",true,false,false,false,false,"jszip@3.10.1"
"parent-module","1.0.1","-","-","-","-","-","-",false,true,false,false,false,"import-fresh@3.3.0"
"parse-json","5.2.0","-","-","-","-","-","-",false,true,false,false,false,"cosmiconfig@7.0.1,jest-config@27.5.1"
"parse5","6.0.1","7.1.2","git://github.com/inikulin/parse5.git","2020-07-24T15:17:51.325Z","inikulin (ifaaan@gmail.com)",331125,"MIT",true,true,false,true,false,"jsdom@16.7.0,parse5-htmlparser2-tree-adapter@6.0.1"
"parse5-htmlparser2-tree-adapter","6.0.1","7.0.0","git://github.com/inikulin/parse5.git","2020-07-24T15:17:56.065Z","inikulin (ifaaan@gmail.com)",11388,"MIT",true,false,false,true,false,"cli-highlight@2.1.11"
"parseurl","1.3.3","1.3.3","git+https://github.com/pillarjs/parseurl.git","2019-04-16T04:16:26.547Z","dougwilson (doug@somethingdoug.com)",10299,"MIT",true,false,false,true,false,"express@4.18.1,finalhandler@1.2.0,serve-static@1.15.0"
"passport","0.6.0","0.6.0","git://github.com/jaredhanson/passport.git","2022-05-20T13:32:46.231Z","jaredhanson (jaredhanson@gmail.com)",81608,"MIT",true,false,false,true,false,"backend-blog@0.0.1,@nestjs/passport@9.0.0"
"passport-jwt","4.0.1","4.0.1","git+https://github.com/mikenicholson/passport-jwt.git","2022-12-24T05:25:24.598Z","themikenicholson (themikenicholson@gmail.com)",52023,"MIT",true,false,false,false,false,"backend-blog@0.0.1"
"passport-strategy","1.0.0","1.0.0","git://github.com/jaredhanson/passport-strategy.git","2013-08-01T20:53:14.615Z","jaredhanson (jaredhanson@gmail.com)","-","MIT",true,false,false,true,false,"passport@0.6.0,passport-jwt@4.0.1"
"path-exists","4.0.0","-","-","-","-","-","-",false,true,false,false,false,"find-up@4.1.0"
"path-is-absolute","1.0.1","2.0.0","git+https://github.com/sindresorhus/path-is-absolute.git","2016-09-30T04:42:03.803Z","sindresorhus (sindresorhus@gmail.com)","-","MIT",true,false,false,true,false,"glob@7.2.3"
"path-key","3.1.1","-","-","-","-","-","-",false,true,false,false,false,"cross-spawn@7.0.3,npm-run-path@4.0.1"
"path-parse","1.0.7","-","-","-","-","-","-",false,true,false,false,false,"resolve@1.22.1"
"path-to-regexp","3.2.0","6.2.1","git+https://github.com/pillarjs/path-to-regexp.git","2019-11-11T05:50:20.071Z","blakeembrey (hello@blakeembrey.com)",30871,"MIT",true,false,false,false,false,"@nestjs/core@8.4.7"
"path-type","4.0.0","-","-","-","-","-","-",false,true,false,false,false,"cosmiconfig@7.0.1,dir-glob@3.0.1"
"pause","0.0.1","0.1.0","https://github.com/stream-utils/pause","2012-07-19T18:00:32.141Z","-","-","MIT",true,false,false,true,false,"passport@0.6.0"
"picocolors","1.0.0","-","-","-","-","-","-",false,true,false,true,false,"update-browserslist-db@1.0.5"
"picomatch","2.3.1","-","-","-","-","-","-",false,true,false,true,false,"anymatch@3.1.2,jest-util@27.5.1,micromatch@4.0.5,readdirp@3.6.0"
"pirates","4.0.5","-","-","-","-","-","-",false,true,false,false,false,"@jest/transform@27.5.1"
"pkg-dir","4.2.0","-","-","-","-","-","-",false,true,false,false,false,"import-local@3.1.0"
"pluralize","8.0.0","-","-","-","-","-","-",false,true,false,false,false,"@nestjs/schematics@8.0.11"
"prelude-ls","1.2.1","-","-","-","-","-","-",false,true,false,true,false,"levn@0.4.1,optionator@0.9.1,type-check@0.4.0"
"prettier","2.7.1","-","-","-","-","-","-",false,true,false,true,false,"backend-blog@0.0.1,eslint-plugin-prettier@4.2.1"
"prettier-linter-helpers","1.0.0","-","-","-","-","-","-",false,true,false,false,false,"eslint-plugin-prettier@4.2.1"
"pretty-format","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@types/jest@27.4.1,jest-circus@27.5.1,jest-config@27.5.1,jest-diff@27.5.1,jest-each@27.5.1,jest-jasmine2@27.5.1,jest-leak-detector@27.5.1,jest-matcher-utils@27.5.1,jest-message-util@27.5.1,jest-snapshot@27.5.1,jest-validate@27.5.1"
"ansi-styles","5.2.0","-","-","-","-","-","-",false,true,false,false,false,"pretty-format@27.5.1"
"prisma","4.8.1","4.13.0","git+https://github.com/prisma/prisma.git","2023-01-05T16:44:42.876Z","prismabot (bot@prisma.io)",12987012,"Apache-2.0",true,true,false,true,false,"backend-blog@0.0.1,@prisma/client@4.8.1"
"process-nextick-args","2.0.1","2.0.1","git+https://github.com/calvinmetcalf/process-nextick-args.git","2019-06-19T20:34:39.252Z","cwmma (calvin.metcalf@gmail.com)",3175,"MIT",true,false,false,true,false,"readable-stream@2.3.7"
"prompts","2.4.2","-","-","-","-","-","-",false,true,false,false,false,"jest-cli@27.5.1"
"protobufjs","6.11.3","7.2.3","git+https://github.com/protobufjs/protobuf.js.git","2022-05-20T19:36:26.233Z","google-wombot (node-team-npm+wombot@google.com)",3250480,"BSD-3-Clause",true,false,false,false,false,"@grpc/proto-loader@0.6.13"
"proxy-addr","2.0.7","2.0.7","git+https://github.com/jshttp/proxy-addr.git","2021-06-01T00:57:28.507Z","dougwilson (doug@somethingdoug.com)",15399,"MIT",true,false,false,true,false,"express@4.18.1"
"psl","1.9.0","-","-","-","-","-","-",false,true,false,false,false,"tough-cookie@4.0.0"
